"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",161,0.672012107352997,2.70502032737623,1e-10,2.5e-10,3.68421052631579e-11,6608,"tags=49%, list=12%, signal=43%","BGN/LUM/MMP2/TIMP2/PDGFRB/TIMP3/DCN/TIMP1/PLPPR4/IGFBP6/GADD45B/IL6/LEF1/F2R/PEA15/TNFRSF12A/PLAT/CD14/TGFB2/EMP1/FEZ1/SOD2/CAV1/AVPR1A/PPP2R5B/SMAD7/NEFH/ENO2/HMOX1/RHOB/ANKH/BNIP3L/IFITM3/APP/ANXA1/EGR3/GPX1/IER3/DPYD/HSPB1/CDKN1A/GPX4/PPT1/EREG/GPX3/GNA15/IL1A/GSN/ATF3/SLC20A1/JUN/CD69/CCND2/MCL1/CCNA1/PMAIP1/CD44/TNF/HGF/PPP3R1/FAS/BTG3/PLCB2/GUCY2D/BCL2L2/DDIT3/RARA/IL18/BMF/PRF1/BCL2L11/SATB1/CD2/LMNA/H1-0/GADD45A/CFLAR/ADD1/NEDD9",NA
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",198,0.653309808453811,2.69141356401872,1e-10,2.5e-10,3.68421052631579e-11,5860,"tags=50%, list=10%, signal=45%","RGS16/GUCY1B1/COL6A1/SLC2A3/HOPX/ECM1/ADAM19/GADD45B/NRP1/SPP1/TWSG1/BATF3/EMP1/SYT11/PTH1R/GLIPR2/BHLHE40/DENND5A/PENK/ITGAV/CD86/GABARAPL1/LIF/PRNP/SCN9A/CD81/TNFRSF4/MAP6/PIM1/PHTF2/NCS1/CTSZ/NFIL3/RHOB/KLF6/TNFSF11/TGM2/IL10/PRAF2/LRRC8C/CDKN1C/IFITM3/PHLDA1/IL3RA/PLIN2/CSF2/ST3GAL4/BMPR2/IL2RA/MAP3K8/SNX9/GPR65/GPX4/MAFF/FGL2/CD83/TNFRSF9/SPRY4/IGF1R/P4HA1/CAPG/RRAGD/GSTO1/SHE/CXCL10/TLR7/RORA/MYO1E/PLSCR1/CSF1/NT5E/ABCB1/CCND2/MYO1C/TNFRSF18/CST7/SWAP70/CD44/PLAGL1/ITIH5/IL10RA/RHOH/GBP4/PLPP1/WLS/ENPP1/CKAP4/F2RL2/SLC39A8/TNFRSF8/IL2RB/TRAF1/SELL/BCL2/IL4R/EEF1AKMT1/CCR4/CTLA4/IKZF4",NA
"HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE",198,0.653140868405175,2.69071758864452,1e-10,2.5e-10,3.68421052631579e-11,8570,"tags=51%, list=15%, signal=43%","TNFAIP6/SERPING1/C1R/C1S/FCGR1A/LATS2/IL6/SSPN/CCL7/CCL2/VCAM1/SOD2/PTGS2/IFITM2/SOCS3/CD86/FPR1/ICAM1/VAMP5/BPGM/PIM1/IFIT2/CFH/LCP2/NFKBIA/IFITM3/IL18BP/ST8SIA4/CMKLR1/STAT2/MT2A/IFIT3/RSAD2/PDE4B/CDKN1A/FGL2/IFIT1/CD274/TNFAIP3/ISG15/CXCL10/NOD1/HIF1A/HLA-DQA1/EPSTI1/PLSCR1/CD69/IFI30/RIPK2/STAT3/ARID5B/AUTS2/IL15RA/MARCHF1/CCL5/IRF7/UPP1/CSF2RB/IFNAR2/IFI44L/IL10RA/CD40/CXCL11/BST2/FAS/GBP4/CXCL9/SAMHD1/SP110/IL2RB/MX1/IRF5/IL4R/PML/LY6E/IL15/EIF4E3/SRI/NAMPT/SELP/IFI35/P2RY14/EIF2AK2/LAP3/SOCS1/GZMA/IDO1/USP18/WARS1/UBE2L6/IFI44/SLC25A28/XAF1/CMPK2/ZBP1/HLA-DRB1/SAMD9L/CD38/NMI/OAS2",NA
"HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS",36,0.859433597229094,2.65986643611714,1e-10,2.5e-10,3.68421052631579e-11,5216,"tags=67%, list=9%, signal=61%","COL5A2/COL3A1/LUM/VCAN/POSTN/FSTL1/OLR1/TIMP1/KCNJ8/FGFR1/STC1/NRP1/SPP1/S100A4/ITGAV/MSX1/APP/PDGFA/THBD/JAG2/CCND2/JAG1/CXCL6/LPL",NA
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",143,0.669718618953888,2.64699836210989,1e-10,2.5e-10,3.68421052631579e-11,3744,"tags=42%, list=7%, signal=39%","COL1A2/COL5A2/COL1A1/COL3A1/COL11A1/SNAI2/PDGFRB/SDC2/CCN1/RGS4/MMP16/PMP22/SERPINE1/HAS2/IGFBP5/DAB2/AKT3/RUNX1/NRP1/LTBP1/DLC1/EFEMP1/GJA1/AMPH/FBLN5/MAP1B/PTGFR/BHLHE40/CAV1/ATXN1/LAMC1/SCHIP1/SMAD7/FZD2/APBB2/MAGI2/DUSP1/RND3/CAP2/PTPRM/KCNMA1/SYNE1/FYN/ITGB3/ATP2B4/BDNF/NOTCH2/TFPI/IRS1/CITED2/IGF1R/NR3C1/PDLIM5/CELF2/RBPMS/PLPP3/ADGRL2/VLDLR/PRKAR2B/CDON",NA
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",200,0.637127777518378,2.63770494308114,1e-10,2.5e-10,3.68421052631579e-11,5711,"tags=42%, list=10%, signal=37%","FN1/MMP14/TIMP2/OLR1/TIMP1/SERPINE1/SERPING1/C1R/C1S/ZFPM2/MMP13/CTSL/PDGFB/COL4A2/IL6/ZEB1/GNB4/FCER1G/PLAT/GNAI2/CTSB/ANXA5/PLAUR/CEBPB/CTSO/PIM1/CSRP1/MMP8/CFH/C1QC/C1QA/CDH13/C3/CDA/LCP2/DOCK4/ITGAM/FYN/PLA2G7/DUSP6/LRP1/CD59/APOC1/FCN1/GNG2/SH2B3/NOTCH4/MAFF/PRCP/TFPI2/TNFAIP3/F8/PLEK/GNGT2/DUSP5/GZMB/GATA3/PIK3R5/PLSCR1/HSPA1A/CPQ/CTSD/CXCL1/WAS/SERPINB2/CCL5/IRF7/RHOG/DOCK10/LGMN/ACTN2/APOBEC3G/LIPA/CD55/STX4/CTSC/KCNIP3/C2/S100A9/CPM/DGKG/S100A13/PIK3CA",NA
"HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",200,-0.574637728950835,-2.62143656911249,1e-10,2.5e-10,3.68421052631579e-11,11572,"tags=56%, list=20%, signal=45%","RRM2/SMC4/TK1/UBE2T/TACC3/RBBP7/CNOT9/CCNB2/RPA3/CHEK1/STAG1/CDC20/PRIM2/MCM2/TRIP13/NOP56/MELK/UBR7/DIAPH3/KPNA2/BIRC5/NUDT21/GINS4/MAD2L1/MKI67/MYC/LBR/SRSF2/ASF1A/DEPDC1/KIF22/CDK1/MCM4/HMMR/MMS22L/USP1/LUC7L3/NOLC1/HMGA1/KIF2C/RPA1/DLGAP5/MXD3/BARD1/NASP/TCF19/SSRP1/LIG1/DONSON/POLD1/GSPT1/RAD21/MYBL2/RFC3/RFC1/ING3/TIMELESS/BRCA2/KIF4A/POLD2/BUB1B/PLK1/SUV39H1/CENPE/PPM1D/TOP2A/HELLS/PNN/ATAD2/SRSF1/ORC2/NUP153/PLK4/CTCF/AURKA/KIF18B/CSE1L/ASF1B/RACGAP1/AK2/NUP107/DDX39A/ILF3/EZH2/PMS2/WDR90/RAD51AP1/MRE11/TMPO/TBRG4/BRCA1/CDC25A/GINS1/SMC1A/ZW10/NCAPD2/MSH2/SPAG5/SHMT1/CIT/POLA2/PRKDC/MLH1/NUP205/MCM3/EED/CDCA8/POLE/XPO1/POLD3/E2F8/ESPL1/PAN2",NA
"HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TGF_BETA_SIGNALING",54,0.714062415015037,2.45713160478621,1.08400826215632e-09,2.58097205275315e-09,3.80353776195201e-10,5554,"tags=52%, list=10%, signal=47%","RAB31/THBS1/SERPINE1/LTBP2/TGFB1/NOG/PMEPA1/WWTR1/TGFBR1/ACVR1/ID3/SMAD7/ENG/SKI/JUNB/KLF10/CDKN1C/BMPR2/TGIF1/LEFTY2/SLC20A1/SMAD1/SKIL/IFNGR2/PPP1R15A/SMURF2/FKBP1A/BMPR1A",0.788186810800237
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,-0.522814296375439,-2.38502354844621,1e-10,2.5e-10,3.68421052631579e-11,9779,"tags=46%, list=17%, signal=38%","COX6A1/PMPCA/COX8A/ATP5MG/ATP5MF/UQCRC1/OXA1L/GPI/MTRR/CYCS/COX5A/COX6C/NDUFA5/NDUFS6/NDUFS3/PHYH/MPC1/IDH2/SURF1/ECHS1/CASP7/SLC25A3/COX7B/ACADVL/ATP5MC3/MRPS30/GOT2/ATP1B1/MFN2/HADHB/DLD/ATP5PO/UQCRFS1/ATP5F1C/ATP6V0C/PDHX/CYC1/NDUFV1/NDUFA9/HSPA9/MDH1/OGDH/NDUFA7/NDUFS2/ATP5F1B/NDUFV2/NNT/FDX1/SUCLA2/UQCRH/NDUFS7/SDHD/AFG3L2/ATP5F1A/RETSAT/RHOT2/MDH2/SUCLG1/CYB5A/SLC25A5/SLC25A20/DLAT/COX10/COX15/IDH3A/MRPL35/MTRF1/IDH3B/ETFB/ACO2/SUPV3L1/HADHA/NDUFS1/ABCB7/PDHA1/OPA1/UQCRC2/ACAA1/ATP5PB/FH/SDHA/ACADM/CS/COX11/ALDH6A1/TOMM70/ACADSB/IDH1/AIFM1/ETFDH/IMMT/LRPPRC",NA
"HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",199,-0.515525956509584,-2.35022929938916,1e-10,2.5e-10,3.68421052631579e-11,13779,"tags=62%, list=24%, signal=47%","G3BP1/HMGN2/HNRNPD/TRA2B/FBXO5/KIF23/CDC45/TPX2/NCL/ATRX/HIRA/NEK2/NDC80/SMC4/BUB1/TACC3/CCNB2/CHEK1/STAG1/HNRNPU/CDC20/PRIM2/TFDP1/MCM2/SLC7A1/PRMT5/RPS6KA5/KPNA2/BIRC5/CDC6/MAD2L1/MKI67/MYC/LBR/ARID4A/CHAF1A/SRSF2/KIF22/CDK1/NSD2/E2F4/UPF1/HMMR/TROAP/NOLC1/HMGA1/KIF2C/KPNB1/CCNA2/BARD1/CUL5/DBF4/NASP/CUL4A/EXO1/GSPT1/RAD21/NUSAP1/PBK/MYBL2/KIF20B/E2F1/CASP8AP2/CENPF/SRSF10/INCENP/BRCA2/SNRPD1/ORC5/KIF4A/FANCC/CCNF/TOP1/TTK/KIF11/PLK1/SUV39H1/ODC1/CENPE/TOP2A/SRSF1/RAD54L/KNL1/PLK4/MTF2/CTCF/AURKA/DKC1/RACGAP1/DDX39A/ILF3/EZH2/SMC2/RBL1/SMARCC1/TMPO/TRAIP/CCNT1/CDC25A/CDC7/SMC1A/WRN/H2BC12/AMD1/POLA2/NUP50/UCK2/RBM14/POLQ/TENT4A/STIL/CUL3/EWSR1/MCM3/POLE/KIF15/LIG3/NUP98/XPO1/SFPQ/YTHDC1/E2F2/ESPL1",NA
"HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEDGEHOG_SIGNALING",36,0.724650272231975,2.24272467733093,5.65460573108873e-07,1.17804286064348e-06,1.73606316305356e-07,6083,"tags=47%, list=11%, signal=42%","THY1/NRP2/HEY1/GLI1/NRP1/HEY2/SCG2/CRMP1/DPYSL2/MYH9/L1CAM/RTN1/VLDLR/UNC5C/LDB1/PML/NRCAM",0.659444398037935
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",199,-0.474204931603569,-2.16185103794831,1e-10,2.5e-10,3.68421052631579e-11,14285,"tags=49%, list=25%, signal=37%","LSM7/TUFM/PCNA/G3BP1/HNRNPD/CTPS1/TRA2B/DDX18/CDC45/EIF3B/TYMS/UBA2/DDX21/CLNS1A/PPIA/HNRNPA1/ACP1/PTGES3/RPS10/SNRPG/SNRPA/FBL/EEF1B2/PCBP1/HNRNPU/CDC20/CSTF2/TFDP1/PSMC6/MCM2/SRSF3/NOP56/KPNA2/RFC4/ILF2/MRPS18B/MAD2L1/EIF4H/PPM1G/MYC/C1QBP/POLE3/RPLP0/SRSF2/SNRPD3/COX5A/ABCE1/MCM4/USP1/HSPD1/PSMA2/NOLC1/KPNB1/CCNA2/HDGF/EPRS1/CCT4/CCT3/EIF4A1/GSPT1/TRIM28/CCT5/SRSF7/PSMD3/HSP90AB1/SLC25A3/SNRPA1/IMPDH2/GOT2/SNRPD1/NCBP1/EXOSC7/TCP1/HNRNPA2B1/POLD2/PABPC1/CYC1/ODC1/SRSF1/ORC2/SF3A1/RPL22/CAD/COPS5/TARDBP/DHX15/SERBP1/SMARCC1/IARS1/RRM1/FAM120A/SRPK1/XPO1/STARD7/TOMM70/GNL3/SF3B3",NA
"HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2",57,-0.553398877658803,-2.05696804986067,1.57237972402281e-05,2.80782093575502e-05,4.1378413790074e-06,16678,"tags=63%, list=30%, signal=45%","MCM5/PES1/WDR74/PPAN/MPHOSPH10/EXOSC5/DCTPP1/FARSA/MRTO4/DDX18/NOC4L/PUS1/NOP56/MYBBP1A/IPO4/MYC/WDR43/MCM4/HSPD1/NOLC1/IMP4/LAS1L/RRP12/PLK1/SLC29A2/UTP20/PLK4/PPRC1/NOP2/TBRG4/SORD/TFB2M/SUPV3L1/TMEM97/PRMT3/GNL3",0.575610261071129
"HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP",158,0.499832794734396,2.0395091959571,3.47292649966064e-07,7.54984021665356e-07,1.11260803192789e-07,7901,"tags=38%, list=14%, signal=33%","MMP14/PDLIM3/FMO1/NPTX2/IL6/CDO1/PTPRD/SOD2/DLG4/CDKN2B/ICAM1/ENO2/HMOX1/MGAT1/RHOB/NPTXR/JUNB/MSX1/NFKBIA/CDKN1C/RRAD/NTRK3/PLCL1/HYAL2/SHOX2/HSPA13/FGF18/PPT1/HSPA2/GPX3/ATF3/FOSB/RET/ABCB1/HTR7/NKX2-5/SELENOW/PRKACA/BTG3/IL6ST/TCHH/ATP6V1F/CNP/BCL2L11/UROD/NR4A1/GRINA/OLFM1/AP2S1/PDAP1/DNAJB1/CREG1/GLS/CDK2/SLC25A4/FOS/GAL/CHRNA5/KCNH2/CXCL2",0.674962860011025
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,0.530884730204638,2.0114859751015,7.8678054199933e-06,1.51303950384487e-05,2.22974242671875e-06,8507,"tags=44%, list=15%, signal=38%","C1S/IFITM2/IFIT2/IFITM3/PROCR/STAT2/IFIT3/RSAD2/IFITM1/GBP2/ISG15/CXCL10/EPSTI1/PLSCR1/CSF1/IFI30/TMEM140/RIPK2/IRF7/IFI44L/CXCL11/BST2/GBP4/SP110/CNP/SELL/MX1/IL4R/LY6E/IL15/LPAR6/IFI35/LAMP3/EIF2AK2/LAP3/USP18/WARS1/UBE2L6/IFI44/SLC25A28/CMPK2/SAMD9L/NMI",0.593325476396405
"HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY",199,0.471325043483946,1.95785700210383,1.70685300093811e-07,3.87921136576844e-07,5.71673253902718e-08,7729,"tags=39%, list=14%, signal=34%","RGS16/SPHK1/ZNF365/TGFB1/F2R/PHLDA3/S100A4/NUPR1/CDKN2B/ZFP36L1/STOM/DRAM1/LIF/CD81/HMOX1/PLK2/INHBB/NINJ1/PLK3/CDH13/PTPN14/TCN2/RRAD/APP/PDGFA/PROCR/TNFSF9/IER3/KRT17/CDKN1A/CSRNP2/PRMT2/JAG2/CTSF/IL1A/TSPYL2/DDIT4/ATF3/TSC22D1/JUN/CTSD/IFI30/CCND2/GM2A/ISCU/HEXIM1/UPP1/FGF13/RAP2B/ALOX15B/IER5/PTPRE/S100A10/FAS/PPP1R15A/KLK8/SERTAD3/PITPNC1/HBEGF/DDIT3/RPS27L/TCHH/RNF19B/ZMAT3/ZBTB16/CGRRF1/GADD45A/CLCA2/SOCS1/ADA/DGKA/TM4SF1/FOXO3/FOS/SAT1/CDKN2A/VDR/NOTCH1",0.690132458796796
"HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE",44,0.577549333877187,1.85906205080173,0.00061362236064601,0.00102270393441002,0.000150714264018318,7155,"tags=43%, list=13%, signal=38%","THY1/GAS1/SRPX/PLAUR/MDGA1/SULF2/APP/DCBLD2/HSPB1/AFAP1L2/NTNG1/GATA3/SLC2A4/LYPD3/RTN4RL1/IL2RB/B4GALT1/CROCC/CX3CL1",0.477270815362862
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",198,0.448368931052023,1.84712705534606,3.18101692294122e-06,6.36203384588244e-06,9.37562882551096e-07,6014,"tags=34%, list=11%, signal=30%","RAB31/PDLIM3/PRSS23/OLFML3/SLC24A3/STC2/IGFBP4/DLC1/AR/GJA1/BHLHE40/PGR/INHBB/ELOVL2/CCN5/HSPB8/TPBG/RHOBTB3/PODXL/TGM2/CALB2/MPPED2/NBL1/SVIL/KLF10/MYOF/CXCL12/GREB1/EGR3/PLAAT3/PTGES/IGF1R/ELOVL5/INPP5F/ARL3/PAPSS2/SH3BP5/RET/SLC39A6/RPS6KA2/THSD4/PMAIP1/CLIC3/CD44/SNX24/FHL2/GAB2/SLC7A5/ADCY9/IL6ST/MICB/SEC14L2/GLA/SLC2A1/TFAP2C/RARA/AREG/TSKU/DYNLT3/MAPT/ENDOD1/FKBP5/BCL2/ABCA3/OLFM1/B4GALT1/SULT2B1",0.627256739718528
"HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",157,-0.413552143647098,-1.80816351634346,9.39828207500417e-06,1.74042260648225e-05,2.56483331481595e-06,7937,"tags=43%, list=14%, signal=37%","ALAD/RAP1GDS1/ERP29/RDH16/PPARA/ECHS1/GCDH/CEL/ACSL5/CYP4A22/ACADS/HIBCH/MIF/ACADVL/GPD2/ENO3/HADHB/DLD/SUCLG2/ACOT8/HPGD/MCEE/ODC1/MDH1/GPD1/AUH/METAP1/SUCLA2/SDHD/RETSAT/BPHL/MDH2/SUCLG1/FASN/IDI1/ACSM3/HSD17B4/GSTZ1/MAOA/HSD17B7/ACAT2/CA2/HMGCL/IDH3B/ACO2/ALDH1A1/ACSS1/HADH/ADH1C/DHCR24/PDHA1/ACOX1/ACAA1/FH/D2HGDH/SDHA/ACADM/EHHADH/ADH7/IDH1/ETFDH/HSDL2/SLC22A5/ALDH3A2/ALDH3A1/CPT2/ALDH9A1",0.593325476396405
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,0.562186883689685,1.79839855239747,0.00143235021755334,0.0022380472149271,0.000329817484305046,9478,"tags=50%, list=17%, signal=42%","FZD1/HEY1/LEF1/FZD8/HEY2/NOTCH4/GNAI1/CSNK1E/JAG2/WNT6/CCND2/RBPJ/JAG1/NKD1/DLL1/HDAC5/NOTCH1/DVL2/TP53/ADAM17/NCOR2",0.45505986738723
"HALLMARK_NOTCH_SIGNALING","HALLMARK_NOTCH_SIGNALING",32,0.581192868062415,1.7807493959659,0.00354761341692173,0.0053751718438208,0.000792130587510434,2416,"tags=28%, list=4%, signal=27%","WNT2/FZD1/NOTCH3/HEYL/WNT5A/ST3GAL6/FZD7/MAML2/NOTCH2",0.431707695803346
"HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANDROGEN_RESPONSE",100,0.459490489727578,1.72420040096355,0.000834175586232902,0.00134544449392404,0.000198276030683542,6320,"tags=36%, list=11%, signal=32%","GUCY1A1/ACTN1/PMEPA1/AKAP12/MAF/HSD17B14/ALDH1A3/ITGAV/ADAMTS1/ANKH/FADS1/DNAJB9/BMPR1B/MYL12A/ELOVL5/PDLIM5/STEAP4/TSC22D1/ARID5B/SLC38A2/MERTK/ZBTB10/TNFAIP8/PLPP1/TMEM50A/INPP4B/UBE2I/SRF/FKBP5/ELL2/B4GALT1/H1-0/SRP19/PTPN21/SCD/SEC24D",0.477270815362862
"HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS",199,0.404357697460237,1.67967851543639,0.000114001590691492,0.000196554466709469,2.89659214098166e-05,5940,"tags=25%, list=11%, signal=23%","COL5A1/VCAN/SDC2/DCN/IGFBP3/TGFBI/PLOD2/CHST1/STC1/DPYSL4/STC2/PAM/CACNA1H/PLOD1/CHPF/GPC1/PYGL/ENO2/TPBG/SLC16A3/CHST6/ANGPTL4/SDC3/IER3/TPST1/CXCR4/CITED2/P4HA1/RRAGD/DDIT4/CHST12/NT5E/P4HA2/GLRX/VLDLR/IRS2/LHX9/LDHA/PPFIA4/CD44/MERTK/KDELR3/MXI1/CHST2/GPC3/ARTN/B3GAT3/EGLN3/B4GALT1/HOMER1",0.538434096309916
"HALLMARK_PEROXISOME","HALLMARK_PEROXISOME",104,-0.380392741515623,-1.59677075202702,0.00500191204421382,0.00693929377732228,0.00102263276718434,7587,"tags=35%, list=13%, signal=30%","PEX6/IDH2/CEL/CAT/ACSL5/NR1I2/PEX11B/PABPC1/ACOT8/SCGB1A1/TOP2A/PEX2/PEX5/RETSAT/SMARCC1/TTR/ABCC8/IDI1/HSD17B4/MSH2/GNPAT/SCP2/HMGCL/ALDH1A1/HSD11B2/ABCC5/DHCR24/IDE/ACOX1/ACAA1/EHHADH/IDH1/EPHX2/PEX11A/ABCD3/ALDH9A1",0.407017918923954
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS",74,0.426434277080673,1.53885071322203,0.00924531284379288,0.0115566410547411,0.00170308394490922,6305,"tags=30%, list=11%, signal=26%","GPX8/TNFRSF12A/ANXA5/PLAUR/ERRFI1/AVPR1A/ANTXR2/FADS2/NFIL3/PNRC1/GNAI1/NIBAN1/S100A11/ATF3/PLSCR1/LGMN/JAG1/CD9/LPL/CXCL16/FBXO6/SCD",0.380730400722792
"HALLMARK_DNA_REPAIR","HALLMARK_DNA_REPAIR",149,-0.333720343499208,-1.47169464180027,0.00831794951479249,0.0109446704142006,0.0016128987978822,13139,"tags=38%, list=23%, signal=29%","VPS28/UPF3B/TYMS/REV3L/AK3/NT5C/GTF2H3/GTF3C5/GTF2H1/VPS37B/RPA3/ITPA/CANT1/ARL6IP1/SUPT5H/RFC4/NUDT21/RNMT/FEN1/POLL/POLR2A/SURF1/SSRP1/POLR1H/LIG1/POLD1/RFC3/NT5C3A/IMPDH2/RAE1/MPC2/PRIM1/SF3A3/UMPS/SUPT4H1/NELFCD/POLR1C/POLR3C/ELOA/SNAPC4/NFX1/POLA2/ZWINT/DDB1/POLA1/CCNO/TAF1C/SRSF6/DGCR8/STX3/ADCY6/CSTF3/POLD3/POM121/RAD52/ERCC5",0.380730400722792
